
N=200000,999938964 26628 time = 0.000000000000 
N=500000,999938964 31406 time = 0.000000000000 
N=600000,999938964 2932 time = 1.171095848083 
N=700000,999938964 12244 time = 1.648181200027 
N=800000,999938964 27979 time = 0.859018087387 
N=900000,999938964 49904 time = 1.862124919891 
N=1000000,999938964 42129 time = 1.747053861618 
N=1500000,999938964 45049 time = 1.617758989334 
N=2000000,999938964 55128 time = 1.581027030945 
