
N=200000,-1000000000 9743 time = 0.000500917435 
N=500000,-1000000000 6917 time = 0.000000000000 
N=600000,-1000000000 44315 time = 0.000514030457 
N=700000,-1000000000 26446 time = 0.000000000000 
N=800000,-1000000000 2879 time = 0.000503063202 
N=900000,-1000000000 11290 time = 0.000000000000 
N=1000000,-1000000000 36038 time = 0.000514984131 
N=1500000,-1000000000 4474 time = 0.000000000000 
N=2000000,-1000000000 1513 time = 0.000499963760 
